Comment,Category,Keyword
"Ainda não recebi o produto.Estou insatisfeita com essa compra, pois esperava receber no tempo determinado.",Logística,recebimento
Não recebi o produto. Ia retirar hj.,Logística,recebimento
"Não me entregaram até hoje, alegando que a mercadoria foi roubada.",Logística,entrega
"Já comprei com as lannister e o produto foi entregue no prazo, deste parceiro targaryen está atrasado.",Logística,prazo
Produto com atraso. Não por causa de greve de caminhoneiros pois comprei um outro produto igual em outra loja e já recebi.,Pedido Errado,produto diferente
Não recebi o produto liquid koolbloom,Logística,recebimento
"A empresa deveria usar uma transportadora, pois os correios não tem competência pra envio além da demora corre o risco de não entregar.",Pedido Errado,cor
Só foi entregue 01 produto e eu comprei DOIS. Onde está o outro produto?,Pedido Errado,produto diferente
A loja não entregou o produto e não da explicação para isso.,Outros,loja
"faltou compromisso , faltou responsabilidade , não pude usar a mercadoria conforme previsto , nem mesmo uma ligação para esclarecer o motivo do atraso, estou esperando até agora.",Pedido Errado,faltou
"Como assim entregue? É a segunda vez que encontro problema com esse produto! primeiro, ele me é cancelado unilateralmente pela lojas lannister e agora ele é entregue? E o meu reembolso????",Atendimento,financeiro
produto é diferente do mostrado na foto deve ser qualidade inferior e não serve pra nada não removeu nenhum cravo,Qualidade,qualidade
Ainda não recebi o produto os prazos já se passaram e até agora nenhuma resposta agora aguenta a dor de cabeça pra resolver,Atendimento,comunicação
Falta receber um carrinho fórmula vermelho,Outros,análise inconclusiva
Não recebi o produto conforme o combinado! Comprei dois kit e veio somente um!,Pedido Errado,quantidade
"O produto veio incompleto, sem condições de montagem e uso",Pedido Errado,incompleto
o produto que recebi nao foi a cor desejada enviaram foi tapete branco,Pedido Errado,cor
Meu produto não foi entregue como eu vou fazer agora,Logística,status entrega
"São dois produtos, recebi um, no aguardo do segundo.",Logística,recebimento
"Ola,  Acabei adquirindo o produto incorretamente. Estou tentando contato com o revendedor para realizar a troca por creditos.",Pedido Errado,cor
"Infelizmente a película protetora de vidro,venho quebrada, estou aguardando resolução",Logística,espera
"Entregaram um produto de outra marca, bem inferior! E no anúncio diz marca MAIRIBEL e a foto do produto é da MAIRIBEL.",Qualidade,qualidade
"Estou muito FRUSTRADO e preocupado, com a ""parceira targaryen"" q ainda não entregou meu pedido. E até o momento não recebi men se quer uma explicação",Logística,recebimento
"Como podemos recomentar essa loja se os senhores não consegue cumprir com os prazos estabelecidos por vocês, essa foi a minha primeira compra e também será a ultima que farei.",Logística,prazo
"O produto foi entregue porém, apenas 1 unidade e não as 6 como consta no pedido e na nota fiscal.",Pedido Errado,quantidade
"O produto chegou, mas não foi o comprado. A descrição é a requerida, as fotos do mostruário também, mas o produto entregue foi diferente.",Qualidade,diferente da foto
Houve um impedimento relatado em outro e-mail justificando o atraso da entrega do produto . Nesse momento ainda não recebi a compra. Aguardo informações  Patrícia,Pedido Errado,produto diferente
"comprei 4 produtos na americana a quase 1 mês atrás para dar de presente de natal, e ate agora só chegou 2.peço que agilizem a entrega por favor.",Logística,entrega
"produto foi parcialmente entregue, até o momento não tive nenhuma satisfação do fornecedor.",Logística,status entrega
"Fui informado que o pedido foi cancelado na véspera do vencimento da entrega, sem maiores explicações.",Logística,entrega
"Produto mal feito, com rebarbas no alumínio e pintura mal acabada. Não recomendo",Outros,análise inconclusiva
"Não recebemos o produto dentro do prazo, nem recebemos qualquer comunicado avisando o atraso.",Logística,atraso
Não recebi o produto e nenhuma satisfação. Aguardo contato.,Atendimento,contato
Comprei e paguei por dois produtos iguais e só recebi um.,Logística,recebimento
Comprei dois produtos distintos da targaryen pelo stark. Em ambos houve dificuldade na entrega e rastreamento não atualiza há semanas.,Logística,entrega
Pedi a cor L2 e recebi a cor L3. Se não tinha no estoque era só avisar ao cliente se ele gostaria de esperar ou cancelar o pedido. Agora peço para realizar a devolução e não tenho resposta.,Pedido Errado,cor
O produto veio com as peças trocadas e não consegui montar.  Quero providências !,Outros,análise inconclusiva
"ESSA LOJA É UMA PORCARIA , SEM SUPORTE NENHUM AO CLIENTE !! ATÉ AGORA NÃO RECEBI MEU PRODUTO .. ALEGANDO QUE O MEU INDEREÇO ESTA INCORRETO",Pedido Errado,cor
"O produto que eu comprei veio errado, comprei duas placas de lavadora diferentes, veio duas iguais veio duas bwg/C10A, e necessito da outra placa Bwl09 urgente",Pedido Errado,produto errado
"estou no aguardo do restante da compra, veio somente 1 item",Outros,análise inconclusiva
A cinta térmica quando ligou na tomada começou a derreter e começou a queimar a pessoa que usou,Outros,análise inconclusiva
"comprei 03 ,paguei 3 e so recebi 01.",Logística,recebimento
"Optei pela marca BaByliss, pois já tenho uma e gosto muito porém esta que eu comprei e paguei caro é bem diferente parece muito com uma imitação, não tem se quer o selo do INMETRO. Cheira queimado",Qualidade,divergência
"Já faz um tempo que comprei o produto e está ocorrendo problema na entrega e a loja não me ajuda, respondendo automaticamente à uma pergunta que não corresponde ao que eu perguntei.",Pedido Errado,cor
Não foi entregue a quantidade que comprei,Logística,status entrega
O produto veio faltando controle. Só foi entregue o console e os cabos. Não estou satisteito. Não sem com quem reclamo sobre isso.,Pedido Errado,faltando
"Comprei estojo de pinceis de maquiagem, a loja me entregou tesouras de cortar cabelo. Péssimo",Pedido Errado,cor
"A loja não responde, nem consta em rastreio a o produto está com o transportador",Logística,rastreio
Recebi uma nota fiscal com valor totalmente divergente. Me causou um enorme problema na empresa onde trabalho e até agora não foi resolvido.  Eu não compro mais nada no stark!,Logística,recebimento
"Fiz a compra de duas panelas, uma de 20 cm que chegou e outra de 16 cm que não recebi ainda. Aguardo resposta.",Atendimento,comunicação
Vou me casar e comprei vários produtos nas lojas lannister e só está dando problema até agora não chegou!,Logística,chegada
"O esterilizador é ótimo, porém é indicado para as mamadeiras da mesma marca, pois de outras, as mesmas não ficam na posição correta e isso não está explicando, senão não teria comprado.",Pedido Errado,cor
Recebi apenas duas das quatro unidades,Pedido Errado,quantidade
Ola comprei 2 pares de fronha e veio apenas um par Como podem resolçver isso? obrigada,Pedido Errado,quantidade
Não gostei produto Rui mas é tão ruim que nem entra na CPU veio com problema não gostei odiei nunca mais eu compro nessa loja me senti muito enganado. Espero não cair mais nessa. Mas gostaria de devo.,Qualidade,qualidade
Está com um més que efetuei o pedido e o mesmo não foi entregue,Logística,status entrega
Nao me deram satisfação nenhuma,Outros,análise inconclusiva
made in china com etiqueta enorme escrita....msm marca e padrão do produto vendido em minha cidade que por sinal adquiri pro aparelho anterior...conclusão? Paguei + que o dobro por algo de camelodromo,Outros,análise inconclusiva
Comprei um cartucho HP original e recebi um cartucho PIRATA!,Qualidade,originalidade
Muito bonito porém Vinhedo quebrada,Outros,análise inconclusiva
"Na hora da compra não encontrei especificações do material, e agora que chegou achei muito fraco.",Qualidade,material
😡😡😡😡😡👎👎👎👎👎 Empresa sem compromisso com o cliente,Outros,análise inconclusiva
Segunda compra que faço na lannister.com e não recebi nada,Logística,recebimento
"A previsãode recebimento foi até o último dia 09/02 para entregar 01 cartucho de tinta preto. O mesmo não ocorreu, mediante ao meus contatos foram 03 tentativas e somente na última consegui encaminhal",Pedido Errado,cor
"Qualidade ruim, produto não é original.",Qualidade,qualidade
"preciso receber minha compra e ela nao passa de nota fiscal emitida, nao chegou...",Logística,chegada
"Perguntei se era entregue pelos correios ou transportadora, disseram que era transportadora por isso comprei. Porém não foi, tive que ir buscar em um correio super longe da minha residência.",Pedido Errado,cor
"Pedi no site o produto no cor preta e veio na cor prata , vou pedir a troca e espero que não tenha dor de cabeça.",Pedido Errado,cor
Achei o tapete muito fino...não gostei,Outros,análise inconclusiva
"No acompanhamento de pedidos o status está como entregue, contudo o produto nunca chegou na minha casa.",Logística,status entrega
"tenho nada a dizer, apenas que vocês não querem clientes, pois não prezam pelo os mesmos.",Outros,análise inconclusiva
"Não recebi nenhum produto nesta data ,por favor me informar a quem foi entregue sendo que tem que ter a minha assinatura e não assinei nada! Obrigada desde já.",Logística,status entrega
Infelizmente n fiquei feliz passou o prazo ainda não recebi a mercadoria,Logística,prazo
Comprei o jogo com 3 kits e so recebi 1 kit,Logística,recebimento
"Já comprei outras coisas na Americana e não tive problemas, porem até o momento não recebi esta encomenda, este é o primeiro problema que estou tendo.",Logística,recebimento
Comprei TRÊS LUMINÁRIAS e RECEBI SOMENTE UMA!!,Pedido Errado,quantidade
Não chegou o produto que comprei. Estou insatisfeita com a loja.,Logística,chegada
O prazo da entrega nao foi comprido.,Logística,prazo
O produto veio faltando.. Comprei 2 unidade veio só uma e agora?,Pedido Errado,faltando
"O produto veio errado, não tem nada a ver com a descrição. Estou completamente insatisfeito, quero meu dinheiro de volta. Não recomendo esse produto, a película além de ser de uma cor feia, é inútil.",Pedido Errado,produto errado
O teclado não funcionou em meu mac mini. Chegou a localiza-lo porém não consegui emparelhar. Parece que não houve compatibilidade com o mac.,Logística,chegada
Uma criança ficou sem receber seu presente de Natal!,Outros,análise inconclusiva
Ouve um problema e a entrega não foi realizada quero o reembolso,Atendimento,financeiro
Produto veio incompleto faltando 4 capas impermeaveis que comprei junto.,Pedido Errado,faltando
Sempre comprei nas lojas lannister e sempre recebi tudo no prazo e esse foi meu primeiro produto q não recebo. Comprei muitas coisas recentemente e vieram tudo antes do prazoQueria saber o q acontece,Logística,prazo
"Além do produto não ter chegado, não me respondem",Outros,análise inconclusiva
"A data da entrega era dia 23/08, já estamos no dia 27/08 e não tenho nenhuma posição de porque o produto não foi entregue. Estou extremamente irritada e insatisfeita.",Logística,entrega
"A única condição é enviar a encomenda separada, comprado 3 produtos na mesma loja e enviado cada um no dia sendo que um deles por ser dois itens ainda bem separado",Outros,loja
"Produto errado e demorou muito para entregar, nem acho que vale a pena pedir o correto por causa da demora.",Pedido Errado,produto errado
"Produto muito fraco, não recomendaria a ninguem.",Outros,análise inconclusiva
Não chegou o que comprei e nem me ligaram para dar nenhuma satisfação,Qualidade,defeito
A loja simplesmente não entrega o produto!,Logística,entrega
"Meu pedido não chegou, e eu preciso desse produto até semana que vem",Logística,chegada
Esta é a primeira vez que não recebo o produto,Outros,análise inconclusiva
Não recebi meu produto preciso urgentemente de uma posição,Logística,recebimento
"Sei que o produto é de ótima qualidade, até pq a marca não deixa a desejar, mas não tem como eu avaliar pois o mesmo ainda não chagou!!!",Outros,análise inconclusiva
so recebi um desktop e na nota fiscal vieram os 2 estou com medo de nao me entregarem,Logística,entrega
no site o cartucho era original e recebi um cartucho compatível.... propaganda enganosa!!!,Qualidade,originalidade
Somente não gostei do tamanho das velas. As fotos mostravam uma coisa e na verdade eram bem diferentes.,Pedido Errado,tamanho
Pessimo parceiro do baratheon.vcs do baratheon deveriam ter mais cuidado em suas parcerias com determinadas lojas.,Qualidade,qualidade
"Comprei um produto e recebi outro. Estou tentando contato com o fornecedor, porém até o momento não tive retorno.",Pedido Errado,produto diferente
Bom Dia até o momento o jogo de lençol casal nao chegou na minha residencia. No site está como produto entregue mas ate o momento nada. Todos os produtos que comprei pela baratheon já chegaram,Logística,status entrega
tem que ter um mínimo de atenção ao cliente,Outros,análise inconclusiva
"Efetuei o pagamento do boleto, mas o objeto não foi postado. Tentei contatar com eles no site, mas o envio do formulário deu erro. Enviei um e-mail, até agora sem resposta. Não recomendo essa loja.",Atendimento,comunicação
"A gente compra e espera receber o que comprou e quando chega está errado, gera toda um incômodo de efetuar troca. Só espera que a troca seja ita de forma correta.",Pedido Errado,produto errado
"Comprei dois jogos de lençóis, só veio um .",Pedido Errado,quantidade
"meu pedido veio errado, veio outro produto.",Pedido Errado,produto errado
Sim é um sistema interessante de compra porém com algumas situações negativas gostaria de registrar minha insatisfação com relação a compra de uma torre de chopp que me enviaram errado,Pedido Errado,produto errado
"nao recebi Cesta decorativa com trio de bolas qto aos ESPELHOS DECORATIVOS,O PRODUTO NAO É ESPELHO E SIM UM PRODUTO PLASTIFICADO,PROPAGANDA ENGANOSA,QUERIA MEU DINHEIRO DE VOLTA!",Pedido Errado,cor
"Bom dia, Estou no aguardo do meu produto já vai para 30 diastema nada. Preciso cancelar a compra",Outros,análise inconclusiva
Qualidade do produto péssima. Na primeira vez que fui conectar o produto no meu tablet o produto quebrou dentro. Agora fiquei no prejuízo.,Outros,análise inconclusiva
"Até agora não recebi o material, isso suja o nome do stark, que sempre entregou tudo certo.",Qualidade,material
"Acho que pelo preço cobrado no frete, deveria haver mais respeito ao cliente em relação ao prazo!!!!",Logística,prazo
"Estou super insatisfeita, estava precisando do material urgente e so comprei pq As Lojas lannister nunca tive algum problema, já o fornecedor não digo o mesmo. Não teve comprometimento.",Qualidade,material
"O produto não foi entregue. Comprei outros produtos junto com esse, os outros foram entregue ainda em dezembro e esse até o momento não foi entregue.",Pedido Errado,produto diferente
Fiz os pedidos de três produtos dois chegaram um uma mochila rosa não foi entregue e as Lojas lannister não consegue dar detalhes da onde esta o pedido inconformada.,Logística,status entrega
Além de não entregarem.não fui avisada nem reembolsada.,Logística,entrega
"Comprei um perfume para minha esposa, o produto chegou agora mas é MUITO falsificado... claramente! Me sinto enganado! lannister.com.br vendendo produto FALSO!!",Qualidade,falsificação
"Não gostei, produto não parece com o da foto.",Qualidade,diferente da foto
"Eu até o momento não recebi o meu produto, e o status da compra esta como produto entregue e agora quero saber como proceder.",Logística,status entrega
ate esta data não recebi o produto ( 07.08.18),Logística,recebimento
"Palhaçada mais de um mês é ainda não chegou, deram um prazo mas já passou faz tempo e nada. É o pior é que já paguei indignada.",Logística,prazo
"O cartucho veio com problema, foi testado e jogado fora. Não recomendo compra de cartucho hp.",Outros,análise inconclusiva
lannister é o pior site de compras na internet muito enrolado as entregas,Logística,entrega
"Insatisfação total. Paguei o produto prontamente, depois de quase um mês recebi a mensagem que o produto estava indisponível.",Atendimento,mensagem
"Prazo de entrega enorme, produto não entregue e nenhum contato com explicação.",Atendimento,contato
"Não recomendo, uma total má prestação do serviço, desrespeito Código de Defesa do Consumidor.",Outros,análise inconclusiva
Chateada com tudo isso comprei duas capas protetora de colchões e só recebi uma e ainda que agente confirme a entrega é muito sem noção!?,Logística,entrega
Foi entregue somente uma das duas unidades do meu pedido.,Pedido Errado,quantidade
"Comprei uma Escova na cor DOURADA e mandaram na cor rosa, e ainda colocaram a caixa da escova dentro de outra caixa da Marca Laka toda rasgada, um descaso com o consumidor.",Pedido Errado,cor
"O TAPETE NÃO VEIO, SOMENTE O MOSQUITEIRO.",Outros,análise inconclusiva
Envio e entrega super atrasados.,Logística,entrega
O meu produto ainda nao chegou!!! Desde 17/04/18 nao houve mais nenhuma atualizacao!! E o prazo estimado pra chegada do meu produto venceu dia 30/04/2018. Enviei vários emails mas ninguém responde!!!,Atendimento,email
estou esperando o produto que não chegou,Logística,chegada
Solicitei a troca da cor do produto e não obtive retorno.,Pedido Errado,cor
"Não recebi o produto. Previsão de entrega era dia 13/8 e consta que sequer foi despachado ainda, sendo que hoje já é 15/8. Péssima Loja.",Logística,entrega
"Gostaria de uma posição, já que o prazo de entrega já expirou e meu produto não chegou.",Logística,prazo
Produto com frete caro e não recebi o produto.,Logística,recebimento
"Embora seja problema dos correios a empresa nao deveria dar um prazo de entrega, apenas se utilizasse transportadora própria. Comprei 4 unidades e só chegou 1",Pedido Errado,quantidade
"Comprei 2 lustres, mas quando cheguei na casa da minha mãe ontem para pegar a encomenda, ela só havia recebido uma caixa. Cogitamos que os dois produtos estavam na mesma caixa, mas só havia um lustre",Logística,recebimento
vem mt pouco só da pra usar uma vez e já acaba,Outros,análise inconclusiva
"Comprei 3 produtos, de três parceiros diferentes, os outros dois recebi tudo certinho, desta loja veio apenas uma desculpa esfarrapada.",Pedido Errado,quantidade
"A propaganda desse produto é falsa! A chapinha não é a original, é uma réplica. Estou aguardando a resposta para obter meu dinheiro de volta.",Qualidade,falsificação
Fiz a compra de dois rolos de filamentos 3D e me enviaram apenas um. A mercadoria foi paga e não recebi.,Pedido Errado,quantidade
"COMPREI GARRAFA TERMICA CAPACIDADE 1,2 L MESMA NÃO COMPORTA NEM 800 ML - ALÉM DE TER SINAL EXPLICITO DE USO/AVARIA ESPERO NÃO TER ESTRESS, NEM DESGASTES PARA RESOLVER ESSE PROBLEMA",Outros,comprei
"Considero como alegação infundada informando que o produto estava esgotado. Na época a quantidade anunciada foi de 2(dois), apenas dois produtos.",Outros,análise inconclusiva
A minha entrega não foi completa! Comprei 2 unidades e paguei por elas... porém só chegou 1 unidade! Preciso de um retorno das lannister a da targaryen com urgência,Pedido Errado,quantidade
"Estou simplesmente revoltada com a lannister comprei este produto e na informaçoes do produto esta escrito Kit com shampoo antirresíduos e redutor de volume,porém só veio o passo 1 PROCON COM CERTEZA",Outros,comprei
"Senhores responsáveis pela empresa lannister.com. Venho por meio desta informar que o produto "" Canela de velho "" Remédio natural que eu Diego Machado Lopes encomendei veio errado , pois foram duas",Pedido Errado,produto errado
"paguei por um MOP giratório cod 7824 e entregaram mop cod 8210, de qualidade muito inferior .  Quero cancelar compra.",Qualidade,qualidade
"Tudo muito ruim, não tem ninguém com possamos fazer reclamação pela não entrega do do produto. Não tem ouvidoria, para reclamações. Não tem nenhum pessypara informar o por que da demora da entrega.",Qualidade,qualidade
Estou aguardando a entrega do produto.,Logística,entrega
Estou aguardando contato do stark pois comprei 4 produtos e só recebi 3,Atendimento,contato
"Boa tarde, quero a troca do meu produto imediatamente",Outros,análise inconclusiva
Comprei duas mochilas e recebi somente um produto é o valor vocês estão cobrando de dois produtos queto devolução do produto é meu ressarcimento,Pedido Errado,quantidade
Eu comprei 2 kit e somente recebi 1.,Logística,recebimento
"Comprei uma Bike já faz 40 dias e ainda não chegou, vou processar essa empresa.",Logística,chegada
"Produto veio quebrado, não podendo ser montado. Além de extrema baixa qualidade nas peças. Veio todo descascado, com medidas diferentes, amassado. Solicito troca urgente por um produto em boas condico",Qualidade,avaria
"Não entregaram o produto correto! Pedi uma chaleira de 3 litros, paguei pela mesma e me enviaram de 2 litros além do produto ser de péssima qualidade e veio com riscos!",Pedido Errado,cor
TERRIVEL ESTE PROBLEMA DA ENTREGA,Logística,entrega
Um absurdo falaram que até dia 10/04 séria entregue mas até agora nada. E já está pago faz tempo meus pedidos...,Atendimento,comunicação
A capa do celular não serve para o modelo descrito. Vou devolver.,Pedido Errado,modelo
Preciso de uma posicao se o produto vai ser entregue ate o dia 10 ou nao .. se nao vou pedir o extorno,Logística,status entrega
"O produto que comprei, foi o da foto... o que foi entregue foi completamente diferente, da marca da empresa que forneceu... comprei cartão Henry, não cartão Evolution...",Qualidade,diferente da foto
"Comprei a cadeira da targaryen parceiro da Lojas lannister. O produto veio com a base de ferro toda fora de medida, nenhum dos encaixes deu certo, tive um trabalhão para montar a cadeira. NÃO RECOMENDO.",Outros,loja
PRODUTO NÃO VEIO COM O CABO VARIAS RECLAMAÇÕES E NINGUÉM SE MANIFESTOU,Outros,análise inconclusiva
"Não recebi o produto, solicitei devolucao do valor pago no meu cartão de crédito e não obtive be nenhum retorno",Logística,recebimento
Não recebido e ninguém responde os meu email Nem a atualizar o acompanhamento pra saber se ainda vou receber minha em comenda,Atendimento,email
"Recebi o meu pedido incompleto, sendo que, na nota fiscal estão todos os itens. Vou pagar por algo que eu não recebi. Estou tentando contato via e-mail e via telefone e não tive nenhuma resposta.",Pedido Errado,incompleto
"Estava previsto para que o produto chegasse dia 20/04. Dia 03/04 houve uma ""dificuldade na entrega"". Enviei e-mail para a empresa e segundo eles, houve um imprevisto dos correios.O produto não chegou",Pedido Errado,cor
Quero aqui dizer que sou cliente de muito tempo da stark e compro muito...Mais nunca tinha comprado um produto de tão péssima qualidade como esse...Quero aqui dizer que o produto vai pra lixo...,Qualidade,insatisfação
"Comprei 2 produtos iguais com frete individuais, chegou somente 1 com a nota dizendo que são 2. No correio disseram que não é problema com eles e sim c/a loja. Mandei mensagem e não responderam ainda.",Pedido Errado,cor
"Não posso avaliar por algum que não recebi, gostaria de saber o por Que ainda não recebi minha cortina e estão dizendo que já recebi. Obs: tive que marca tudo não em cima pq a primeira resposta é não",Pedido Errado,cor
"O produto chegou com defeito é o site da lannister é péssimo pra trocas, suporte péssimo !!!!",Qualidade,qualidade
Comprei um produto de uma marca e recebi outro inferior ao que comprei sem falar que me cobraram frete é tive que pegar no correio,Pedido Errado,produto diferente
ATE O MOMENTO O MEU PRODUTO NAO FOI ENTREGUE PECO QUE POR GENTILEZA RESOLVA O ESTORNO DO VALOR OU VALE COMPRA NO VALOR QUE FOI PAGO,Atendimento,financeiro
O produto foi enviado com defeito.,Qualidade,defeito
"Todo meu pedido foi cancelado, então não recebi meu headset e o estorno já foi realizado. Isto posto, não posso avaliar de maneira digna a loja supracitada.",Atendimento,financeiro
Nao recebi as duas colchas estou sem a colcha fantasy,Logística,recebimento
"Demora em tirar nota fiscal, sem retorno da situação da compra!",Logística,atraso
"Não posso dar uma opinião porque o produto que recebi nem mesmo funciona, mas não seja por isso a culpa da targaryen , mas sim, culpa do fabricante do produto, por que vê-se claramente péssima qualidade.",Qualidade,funcionalidade
Produto não foi entregue. Não foi enviada nota fiscal. Telefone para reclamação não funciona.,Qualidade,funcionalidade
"Tapete péssima qualidade , ou não dá pra chamar se tapete é um tecidos custurado em um couro de plástico, já solicitei a devolução. Sem Mais",Atendimento,devolução
COMPREI TRÊS TRAVESSEIROS INFLAVEIS E CHEGOU SOMENTE 1 UNIDADE,Pedido Errado,quantidade
Comprei o produto há 40 dias e ainda não foi entregue.,Logística,status entrega
"Pedido entregue incompleto, não cumpriu prazo de entrega ,devolução sem sucesso até momento",Pedido Errado,incompleto
Estou aguardando solução da minha entrega. Já paguei e ainda não recebi.,Logística,entrega
o produto ainda não foi entregue,Logística,status entrega
Não obtive nenhum retorno até a presente data qnto a entrega do meu pedido. Não estão cumprindo com o proposto. Não recomendo.,Logística,entrega
"Não recebi o produto e não tive nenhuma satisfação da empresa e no status consta como entregue, sempre comprei pela sub e nuca nunca tive esse tipo de problema, MUITO INSATISFEITA, quero meu dinheiro",Atendimento,financeiro
"mandaram uma cÂmera diferente da que pedi, e pior, com a tela riscada, cheio de manchas na parte frontal, sem adesivo de garantia e provavelmente equipamento usado recondicionado,absurdo!falta de étic",Qualidade,divergência
"Produto de pessima qualidade, na primeira brincada do meu sobrinho, vem se desmanchando soltando as peças....",Outros,análise inconclusiva
Comprei dois produtos e recebi apenas um dentro da caixa!! Há anos compro na lannister e isso nunca tinha me acontecido. Não consigo falar sobre o problema no telefone informado.,Pedido Errado,quantidade
"Embora tenha entregue dentro do prazo, não enviou o produto que comprei.",Logística,prazo
"O produto que foi entregue não é um produto original.  É uma réplica da pior qualidade, daquelas que se acha na 25 de março por 30 reais.",Qualidade,falsificação
"Seria muito bom, mas como eu recebi o produto com defeito. Não gostei muito, mas fui bem atendida desde o início.",Qualidade,defeito
Não entregou o produto e muito menos um reebolso,Outros,análise inconclusiva
"parte do produto foi entregue, falta um relogio, embora nesse email conste que foram entregues os tres que fazem parte do pedido.A nota fiscal tb consta apenas dois relogios",Atendimento,email
estou pagando pelo produto e ate exato momento ele não chegou a minha residencia.,Logística,chegada
Recebi o produto diferente do qual eu comrprei.,Qualidade,divergência
meu produto nao chegou esta atrasado.,Logística,chegada
Ainda não tive retorno da loja sobre a entrega do produto,Logística,entrega
O produto recebido é diferente e inferior ao adquirido.Não confere com as especificações anunciadas.,Qualidade,qualidade
Não recebi o produto até hoje !!!,Logística,recebimento
"Mais uma vez compro com parceiros da ""lannister.com"" e não recebo o produto , já é o TERCEIRO parceiro seguido . Descaso da lannister e dos parceiros. No ""mercado livre"" isso não acontece!!",Outros,análise inconclusiva
Recebi apenas 4 itens da Nota Fiscal. Compramos 5 trocadores. Estamos no aguardo de mais uma peça.  Do pedido ficou faltando uma na cor amarela.,Pedido Errado,faltando
Comprei um Mosqueteiro para cama king para NÃO entrar pernilongo . O véu véu parecendo podre e com vários furtos . Para fazer a devolução que EU TENHO DIREITO vai me custar mais caro do que o produto,Atendimento,devolução
"Tentei fazer o cancelamento do produto e até o momento a solicitação está em andamento e o produto ja foi entregue, agora preciso troca-lo e o serviço não está habilitado. Péssimo atendimento.",Qualidade,qualidade
"Eu comprei 2 cadeiras, sendo que em uma delas veio faltando peças e a outra quebrou o suporte das rodinhas (por ser de plástico) e eu quase caí no chão. Não gostei da qualidade do produto.",Pedido Errado,faltando
"Boa tarde. Até hoje ainda não recebi a minha compra. Tentei entrarem contato com vocês e não consegui. Quero que seja devolvido o valor pago, ou a mercadoria com urgência.  Aguardando o retorno.",Atendimento,contato
Dwmorou demais e ficou tendo problemas fiz outras compras no mesmo dia e chegou rapido,Logística,chegada
Bom dia. Comprei duas unidades do balde mop e até o momento só recebi uma.,Pedido Errado,quantidade
Não foi o sabor que fiz o pedido  Fiz pedido de sabor CHOCOLATE E veio sabor BAUNILHA Fiquei muito chateado não conferi o sabor antes de abrir pensei que pudesse confiar em vcs.,Outros,análise inconclusiva
Não foi entregue conforme solicitei. Fiz o pedido de 3 malas e recebemos apenas 2. Tentei entrar em contato por e-mail e por telefone e não obtive resposta.,Atendimento,comunicação
Produto recebido não possuía as especificações indicadas,Logística,recebimento
Parece não ser original e o cheiro é insuportável!,Qualidade,originalidade
A foto do produto no anúncio é cartucho HP 933XL original. O cartucho que mandaram é um falsificado. Tenho fotos dos 2 pra p,Qualidade,originalidade
Não recebi meu pedido completo! Chegou somente o cartucho 74xl! Não chegou o cartucho 75xl sendo que na nota fiscal consta os dois produtos!,Logística,recebimento
"o meu produto não foi entregue no prazo me causando varios problemas com a minha filha, era presente de natal",Logística,prazo
"Paguei dois frascos, na nota constam dois e dentro da caixa veio apenas um. Trata_sr de medicamentos e não posso ficar sem.",Pedido Errado,quantidade
"Não entregam na residência, o produto fica na agência dos correios.  Os atendentes do Fale Conosco são péssimos, falam qualquer coisa e encerram o assunto sem solução!",Pedido Errado,cor
Faz quase 1 mês que comprei o kit provençal e até hoje não recebi.,Logística,recebimento
Comprei o produto com a cor laranja e veio com a cor amarela.,Pedido Errado,cor
"RECEBI METADE DO PEDIDO E NA NOT FISCAL CONSTA TODA MERCADORIA, FALTA DE RESPEITO, ESTOU AGUARDANDO RETORNO DO MEU OUTRO KIT CAPA E PELICULA POIS RECEBI SOMENTE 1 KIT.",Pedido Errado,produto diferente
"Recebi apenas um de dois que comprei. Um lixo. Já abri chamado no stark para cancelar a entrega do outro e estornar o dinheiro, pois não vou pagar 45 reais num boneco falso, da pior qualidade.",Pedido Errado,quantidade
"Rastreamento: PP 272 681 476 BR Ainda não chegou na unidade do Correios, em Porto Alegre.",Pedido Errado,quantidade
O produdo não foi enviado ainda,Outros,análise inconclusiva
"Não recebi nada, não entraram em contato. Ninguém liga pra informar o que aconteceu.",Qualidade,defeito
quero devolver o produto comprei um veio outro;;; quero meu dinheiro de volta.,Pedido Errado,produto diferente
"Estou aguardando a entrega, que foi programada para dia 04/01/2018",Logística,entrega
A qualidade do produto deixou muito a desejar,Outros,análise inconclusiva
comunico aos responsáveis que só recebe um kit dos dois kits que comprei do produto peço humildemente que me envie o outro pois eu paguei pelos dois,Pedido Errado,produto diferente
"Péssima qualidade, estarei devolvendo o produto.",Outros,análise inconclusiva
Comprei vários produtos pela Amazon.com no mesmo dia. Somente dois não foram entregues ainda. Um deles este aspirador de carro portátil.,Logística,status entrega
"A cadeira decorativa veio c/ pé trocado, c/ solda aparente, acabamento mal feito. estofados vieram s/ nenhuma proteção (plástico) numa caixa toda remendada, s/ manual e medidas não conferem.",Pedido Errado,produto trocado
gostaria de saber o por que os pedidos não chegam no prazo,Logística,prazo
"não recebi ainda, e nem fui avisada que atrasaria",Logística,recebimento
"Fiz a compra de 02 bases e até o momento recebi somente 01. Acredito que se os produtos vem do mesmo local e a compra foi feita junta, a entrega também será realizada junta. Estou aguardando o contato",Atendimento,contato
